sample_id,dice_id,pip_index_in_dice,pip_value,dice_deg,pip_x_mm,pip_y_mm
257,1,3,6,163.9,-4.505,8.533
257,1,4,6,163.9,-6.548,12.261
257,1,5,6,163.9,-7.0,11.02
257,1,6,6,163.9,-7.356,9.143
257,2,1,6,164.6,8.309,-6.277
257,2,2,6,164.6,7.913,-7.616
257,2,3,6,164.6,7.696,-9.095
257,2,4,6,164.6,5.425,-5.305
257,2,5,6,164.6,5.033,-6.83
257,2,6,6,164.6,4.872,-8.155
257,3,1,2,166.7,-13.015,1.416
257,3,2,2,166.7,-16.575,-0.915
258,1,1,6,168.9,11.677,6.977
258,1,2,6,168.9,11.572,5.579
258,1,3,6,168.9,11.301,3.964
258,1,4,6,168.9,8.906,7.425
258,1,5,6,168.9,8.562,5.98
258,1,6,6,168.9,8.21,4.334
258,2,1,6,7.2,-14.17,-2.475
258,2,2,6,7.2,-14.263,-1.147
258,2,3,6,7.2,-14.622,0.43
258,2,4,6,7.2,-11.061,-2.05
258,2,5,6,7.2,-11.223,-0.56
258,2,6,6,7.2,-11.298,0.932
258,3,1,6,232.5,-5.465,6.165
258,3,2,6,232.5,-4.138,5.195
258,3,3,6,232.5,-2.99,4.48
258,3,4,6,232.5,-7.291,3.81
258,3,5,6,232.5,-5.992,3.09
258,3,6,6,232.5,-4.878,1.97
259,1,1,2,131.4,9.244,-2.095
259,1,2,2,131.4,4.776,-1.904
259,2,1,5,103.8,1.683,9.385
259,2,2,5,103.8,-1.363,8.808
259,2,3,5,103.8,-0.282,10.664
259,2,4,5,103.8,0.964,12.368
259,2,5,5,103.8,-2.03,11.653
259,3,1,5,33.1,-7.865,-1.717
259,3,2,5,33.1,-9.526,1.06
259,3,3,5,33.1,-7.482,0.537
259,3,4,5,33.1,-5.405,0.168
259,3,5,5,33.1,-7.078,2.518
260,1,1,3,210.2,-10.026,-6.587
260,1,2,3,210.2,-10.381,-8.564
260,1,3,3,210.2,-11.043,-10.847
260,2,1,3,251.4,-6.162,5.408
260,2,2,3,251.4,-5.226,3.508
260,2,3,3,251.4,-4.163,1.74
260,3,1,5,296.8,-0.945,10.432
260,3,2,5,296.8,1.712,11.643
260,3,3,5,296.8,1.013,9.747
260,3,4,5,296.8,0.234,7.82
260,3,5,5,296.8,2.956,9.068
261,1,1,1,39.4,-7.553,5.457
261,2,1,2,356.9,11.552,3.158
261,2,2,2,356.9,14.597,6.066
261,3,1,4,124.5,11.108,-8.656
261,3,2,4,124.5,8.42,-10.272
261,3,3,4,124.5,9.389,-6.147
261,3,4,4,124.5,6.708,-8.003
262,1,1,1,174.0,-4.74,-4.628
262,2,1,4,243.5,10.012,-1.983
262,2,2,4,243.5,12.76,-3.378
262,2,3,4,243.5,8.977,-4.616
262,2,4,4,243.5,11.559,-6.036
262,3,1,1,251.8,9.498,10.354
263,1,1,2,136.3,-1.937,-3.967
263,1,2,2,136.3,-6.342,-4.076
263,2,1,5,208.5,-4.119,8.283
263,2,2,5,208.5,-2.599,5.66
263,2,3,5,208.5,-4.702,6.353
263,2,4,5,208.5,-6.515,7.001
263,2,5,5,208.5,-5.226,4.212
263,3,1,6,205.2,13.27,10.402
263,3,2,6,205.2,13.808,8.985
263,3,3,6,205.2,14.581,7.66
263,3,4,6,205.2,10.483,8.996
263,3,5,6,205.2,11.186,7.588
263,3,6,6,205.2,11.919,6.33
264,1,1,3,81.8,15.76,-5.887
264,1,2,3,81.8,14.453,-4.228
264,1,3,3,81.8,13.236,-2.633
264,2,1,3,220.0,-1.526,16.359
264,2,2,3,220.0,-1.687,14.289
264,2,3,3,220.0,-1.69,12.006
264,3,1,4,352.3,2.615,-2.647
264,3,2,4,352.3,3.083,0.307
264,3,3,4,352.3,5.699,-2.99
264,3,4,4,352.3,5.804,-0.223
265,1,1,2,121.7,-7.836,-12.867
265,1,2,2,121.7,-11.911,-12.045
265,2,1,6,42.0,-0.6,-6.228
265,2,2,6,42.0,-1.577,-5.064
265,2,3,6,42.0,-2.396,-4.126
265,2,4,6,42.0,1.762,-4.32
265,2,5,6,42.0,0.8,-3.115
265,2,6,6,42.0,-0.263,-2.196
265,3,1,5,194.5,6.801,9.231
265,3,2,5,194.5,7.503,6.437
265,3,3,5,194.5,5.916,7.375
265,3,4,5,194.5,3.817,8.486
265,3,5,5,194.5,4.474,5.519
266,1,1,3,301.8,-1.067,-11.184
266,1,2,3,301.8,0.94,-11.635
266,1,3,3,301.8,3.179,-11.9
266,2,1,4,249.3,3.087,4.777
266,2,2,4,249.3,5.931,3.856
266,2,3,4,249.3,1.861,1.796
266,2,4,4,249.3,4.652,0.855
266,3,1,5,334.3,-6.579,-1.448
266,3,2,5,334.3,-5.395,1.07
266,3,3,5,334.3,-4.396,-0.93
266,3,4,5,334.3,-3.756,-2.85
266,3,5,5,334.3,-2.477,-0.253
267,1,1,6,45.8,-0.151,13.598
267,1,2,6,45.8,-1.111,14.687
267,1,3,6,45.8,-2.238,15.585
267,1,4,6,45.8,2.279,15.792
267,1,5,6,45.8,1.015,16.867
267,1,6,6,45.8,0.047,17.871
267,2,1,3,243.5,5.384,8.064
267,2,2,3,243.5,5.972,6.114
267,2,3,3,243.5,6.591,3.857
267,3,1,3,286.0,9.804,-0.57
267,3,2,3,286.0,11.706,-1.564
267,3,3,3,286.0,13.503,-2.583
268,1,1,2,66.8,0.332,8.56
268,1,2,2,66.8,-1.229,12.683
268,2,1,5,256.1,5.997,-3.097
268,2,2,5,256.1,8.817,-3.878
268,2,3,5,256.1,6.918,-5.0
268,2,4,5,256.1,4.989,-6.085
268,2,5,5,256.1,8.142,-6.704
268,3,1,4,188.1,12.761,8.087
268,3,2,4,188.1,13.252,5.12
268,3,3,4,188.1,9.715,7.719
268,3,4,4,188.1,10.26,4.637
269,1,1,1,191.5,6.924,1.337
269,2,1,1,265.1,-1.734,12.841
269,3,1,3,345.4,-15.564,-0.393
269,3,2,3,345.4,-13.667,0.423
269,3,3,3,345.4,-11.841,1.774
270,1,1,4,152.6,3.271,-8.88
270,1,2,4,152.6,1.822,-11.653
270,1,3,4,152.6,0.543,-7.658
270,1,4,4,152.6,-0.767,-10.404
270,2,1,4,341.6,3.006,1.566
270,2,2,4,341.6,3.87,4.181
270,2,3,4,341.6,5.768,0.458
270,2,4,4,341.6,6.696,3.389
270,3,1,4,248.8,9.688,11.813
270,3,2,4,248.8,12.394,10.513
270,3,3,4,248.8,8.291,9.101
270,3,4,4,248.8,11.132,7.97
271,1,1,6,179.7,-11.677,10.724
271,1,2,6,179.7,-11.519,9.023
271,1,3,6,179.7,-11.408,7.526
271,1,4,6,179.7,-14.519,10.656
271,1,5,6,179.7,-14.769,9.231
271,1,6,6,179.7,-14.545,7.741
271,2,1,6,89.6,6.026,-3.933
271,2,2,6,89.6,4.542,-3.964
271,2,3,6,89.6,2.974,-4.004
271,2,4,6,89.6,6.074,-0.883
271,2,5,6,89.6,4.532,-0.763
271,2,6,6,89.6,3.087,-0.842
271,3,1,1,192.7,11.737,6.131
272,1,1,2,333.1,-0.006,-11.356
272,1,2,2,333.1,4.044,-9.869
272,2,1,2,132.0,4.781,8.818
272,2,2,2,132.0,0.428,8.931
272,3,1,6,244.0,-14.372,5.352
272,3,2,6,244.0,-13.041,4.592
272,3,3,6,244.0,-11.857,4.326
272,3,4,6,244.0,-15.737,2.446
272,3,5,6,244.0,-14.373,1.974
272,3,6,6,244.0,-13.195,1.322
273,1,1,1,349.2,14.228,-0.222
273,2,1,1,75.2,-10.378,-8.504
273,3,1,6,31.7,-13.956,5.492
273,3,2,6,31.7,-14.906,6.689
273,3,3,6,31.7,-15.812,7.876
273,3,4,6,31.7,-11.592,7.021
273,3,5,6,31.7,-12.334,8.354
273,3,6,6,31.7,-13.221,9.704
274,1,1,3,163.4,3.841,11.347
274,1,2,3,163.4,1.947,10.499
274,1,3,3,163.4,-0.007,9.365
274,2,1,4,56.1,-5.957,-13.218
274,2,2,4,56.1,-8.689,-11.561
274,2,3,4,56.1,-4.571,-10.74
274,2,4,4,56.1,-7.046,-9.171
274,3,1,6,69.4,7.68,-11.309
274,3,2,6,69.4,6.335,-10.801
274,3,3,6,69.4,4.789,-10.348
274,3,4,6,69.4,8.745,-8.507
274,3,5,6,69.4,7.417,-8.102
274,3,6,6,69.4,5.916,-7.529
275,1,1,1,190.1,4.419,-12.739
275,2,1,4,78.7,-6.097,-15.953
275,2,2,4,78.7,-8.948,-15.419
275,2,3,4,78.7,-5.545,-13.179
275,2,4,4,78.7,-8.254,-12.546
275,3,1,2,217.2,-1.322,14.431
275,3,2,2,217.2,-1.912,10.254
276,1,1,4,71.6,3.266,8.889
276,1,2,4,71.6,0.428,9.833
276,1,3,4,71.6,4.138,11.752
276,1,4,4,71.6,1.343,12.649
276,2,1,2,111.1,5.79,1.271
276,2,2,2,111.1,1.988,3.047
276,3,1,6,215.2,-0.788,-10.912
276,3,2,6,215.2,0.161,-12.003
276,3,3,6,215.2,1.068,-13.196
276,3,4,6,215.2,-3.175,-12.551
276,3,5,6,215.2,-2.181,-13.611
276,3,6,6,215.2,-1.558,-14.937
277,1,1,2,357.6,-11.856,-9.285
277,1,2,2,357.6,-8.634,-6.156
277,2,1,1,228.8,5.808,-5.261
277,3,1,6,313.2,-1.572,-13.321
277,3,2,6,313.2,-0.363,-12.332
277,3,3,6,313.2,0.864,-11.355
277,3,4,6,313.2,0.721,-15.445
277,3,5,6,313.2,1.844,-14.508
277,3,6,6,313.2,2.94,-13.546
278,1,1,3,342.5,-12.38,5.021
278,1,2,3,342.5,-10.38,5.824
278,1,3,3,342.5,-8.648,6.682
278,2,1,5,210.5,2.28,-8.445
278,2,2,5,210.5,3.543,-10.848
278,2,3,5,210.5,1.562,-10.369
278,2,4,5,210.5,-0.625,-9.721
278,2,5,5,210.5,1.108,-12.579
278,3,1,3,20.5,7.357,5.615
278,3,2,3,20.5,8.25,7.57
278,3,3,3,20.5,9.06,9.294
279,1,1,3,158.7,16.348,6.814
279,1,2,3,158.7,14.357,6.16
279,1,3,3,158.7,12.387,5.103
279,2,1,4,195.7,-7.815,-5.404
279,2,2,4,195.7,-6.662,-8.622
279,2,3,4,195.7,-10.341,-6.381
279,2,4,4,195.7,-9.623,-9.331
279,3,1,4,123.7,-1.28,10.743
279,3,2,4,123.7,-3.794,9.076
279,3,3,4,123.7,-3.026,13.376
279,3,4,4,123.7,-5.465,11.705
280,1,1,3,63.2,9.056,10.402
280,1,2,3,63.2,8.653,12.457
280,1,3,3,63.2,7.721,14.433
280,2,1,3,246.5,-8.516,7.609
280,2,2,3,246.5,-7.658,5.631
280,2,3,3,246.5,-6.916,3.558
280,3,1,1,130.0,7.378,1.864
281,1,1,6,28.0,14.369,2.639
281,1,2,6,28.0,13.657,4.002
281,1,3,6,28.0,13.088,5.307
281,1,4,6,28.0,16.967,4.075
281,1,5,6,28.0,16.319,5.425
281,1,6,6,28.0,15.741,6.716
281,2,1,2,67.5,-3.563,-8.349
281,2,2,2,67.5,-5.149,-4.523
281,3,1,2,262.2,-14.83,-6.499
281,3,2,2,262.2,-12.359,-9.799
282,1,1,1,43.9,2.665,3.609
282,2,1,4,181.9,12.709,-7.629
282,2,2,4,181.9,12.84,-10.479
282,2,3,4,181.9,9.668,-7.651
282,2,4,4,181.9,9.928,-10.724
282,3,1,6,15.2,-14.545,0.628
282,3,2,6,15.2,-14.79,1.746
282,3,3,6,15.2,-15.376,3.365
282,3,4,6,15.2,-11.624,1.314
282,3,5,6,15.2,-12.049,2.68
282,3,6,6,15.2,-12.577,4.18
283,1,1,3,210.8,-7.051,2.156
283,1,2,3,210.8,-7.757,0.204
283,1,3,3,210.8,-8.296,-2.009
283,2,1,5,123.5,-2.571,-12.012
283,2,2,5,123.5,-4.941,-13.653
283,2,3,5,123.5,-4.691,-11.641
283,2,4,5,123.5,-4.42,-9.573
283,2,5,5,123.5,-6.843,-11.061
283,3,1,5,282.4,0.447,-0.084
283,3,2,5,282.4,3.354,0.494
283,3,3,5,282.4,2.425,-1.511
283,3,4,5,282.4,1.248,-3.196
283,3,5,5,282.4,4.172,-2.528
284,1,1,6,180.7,-9.347,-8.593
284,1,2,6,180.7,-9.407,-9.945
284,1,3,6,180.7,-9.278,-11.396
284,1,4,6,180.7,-12.555,-8.34
284,1,5,6,180.7,-12.365,-10.073
284,1,6,6,180.7,-12.535,-11.492
284,2,1,2,84.6,8.939,5.383
284,2,2,2,84.6,6.39,8.616
284,3,1,4,107.6,-4.613,2.144
284,3,2,4,107.6,-7.398,1.225
284,3,3,4,107.6,-5.521,4.902
284,3,4,4,107.6,-8.527,3.859
285,1,1,4,38.8,-4.452,-16.237
285,1,2,4,38.8,-6.19,-13.879
285,1,3,4,38.8,-2.119,-14.087
285,1,4,4,38.8,-3.976,-12.008
285,2,1,2,315.6,-2.113,3.179
285,2,2,2,315.6,2.294,3.101
285,3,1,5,97.9,-11.774,-5.518
285,3,2,5,97.9,-14.557,-6.066
285,3,3,5,97.9,-13.176,-4.276
285,3,4,5,97.9,-11.807,-2.625
285,3,5,5,97.9,-15.084,-3.056
286,1,1,5,227.0,9.627,4.082
286,1,2,5,227.0,11.989,1.995
286,1,3,5,227.0,9.929,1.753
286,1,4,5,227.0,7.702,1.978
286,1,5,5,227.0,9.75,-0.306
286,2,1,2,276.9,-6.127,6.058
286,2,2,2,276.9,-2.645,3.562
286,3,1,3,334.5,-11.711,-1.695
286,3,2,3,334.5,-9.802,-0.952
286,3,3,3,334.5,-7.823,-0.432
287,1,1,5,102.1,-10.804,-7.724
287,1,2,5,102.1,-13.55,-8.34
287,1,3,5,102.1,-12.58,-6.364
287,1,4,5,102.1,-11.488,-4.872
287,1,5,5,102.1,-14.245,-5.453
287,2,1,6,318.8,4.084,-7.113
287,2,2,6,318.8,4.929,-6.274
287,2,3,6,318.8,6.183,-4.861
287,2,4,6,318.8,6.327,-9.195
287,2,5,6,318.8,7.324,-8.116
287,2,6,6,318.8,8.355,-6.934
287,3,1,3,73.6,-10.114,-0.409
287,3,2,3,73.6,-11.085,1.38
287,3,3,3,73.6,-12.227,3.287
288,1,1,1,130.0,-0.92,-2.067
288,2,1,4,131.7,4.154,14.941
288,2,2,4,131.7,1.974,13.136
288,2,3,4,131.7,2.363,17.273
288,2,4,4,131.7,0.088,15.32
288,3,1,5,128.3,7.703,-8.025
288,3,2,5,128.3,5.333,-9.889
288,3,3,5,128.3,5.23,-7.834
288,3,4,5,128.3,5.579,-5.851
288,3,5,5,128.3,3.351,-7.695
289,1,1,6,39.9,-1.289,4.044
289,1,2,6,39.9,-2.391,5.176
289,1,3,6,39.9,-3.082,6.501
289,1,4,6,39.9,1.2,6.079
289,1,5,6,39.9,0.012,7.325
289,1,6,6,39.9,-0.948,8.389
289,2,1,6,14.3,-13.241,6.01
289,2,2,6,14.3,-13.585,7.418
289,2,3,6,14.3,-13.954,8.961
289,2,4,6,14.3,-10.342,6.582
289,2,5,6,14.3,-10.712,8.393
289,2,6,6,14.3,-11.166,9.751
289,3,1,3,47.2,0.215,-15.412
289,3,2,3,47.2,0.068,-13.379
289,3,3,3,47.2,-0.105,-11.292
290,1,1,5,81.4,6.603,-4.084
290,1,2,5,81.4,3.56,-3.719
290,1,3,5,81.4,5.336,-2.39
290,1,4,5,81.4,6.947,-1.151
290,1,5,5,81.4,4.014,-0.668
290,2,1,4,13.6,-8.162,-13.992
290,2,2,4,13.6,-8.69,-11.201
290,2,3,4,13.6,-5.232,-13.284
290,2,4,4,13.6,-5.826,-10.285
290,3,1,1,212.1,8.191,13.21
291,1,1,3,226.0,0.645,-11.191
291,1,2,3,226.0,0.607,-13.348
291,1,3,3,226.0,0.808,-15.511
291,2,1,6,175.9,-5.413,-7.394
291,2,2,6,175.9,-5.546,-9.01
291,2,3,6,175.9,-5.691,-10.479
291,2,4,6,175.9,-8.313,-7.408
291,2,5,6,175.9,-8.532,-8.701
291,2,6,6,175.9,-8.599,-10.33
291,3,1,3,205.8,-5.045,7.975
291,3,2,3,205.8,-5.54,5.826
291,3,3,3,205.8,-6.374,3.813
292,1,1,3,175.6,9.161,13.613
292,1,2,3,175.6,7.773,12.239
292,1,3,3,175.6,6.226,11.029
292,2,1,3,226.5,6.163,-11.446
292,2,2,3,226.5,6.305,-13.471
292,2,3,3,226.5,6.196,-15.571
292,3,1,3,72.3,7.655,-2.398
292,3,2,3,72.3,6.719,-0.662
292,3,3,3,72.3,5.61,1.201
293,1,1,6,146.1,-0.34,8.337
293,1,2,6,146.1,-1.113,6.817
293,1,3,6,146.1,-1.712,5.765
293,1,4,6,146.1,-2.646,9.998
293,1,5,6,146.1,-3.374,8.745
293,1,6,6,146.1,-4.23,7.428
293,2,1,1,59.0,12.66,8.771
293,3,1,5,53.3,4.576,-10.447
293,3,2,5,53.3,2.208,-8.952
293,3,3,5,53.3,4.08,-8.786
293,3,4,5,53.3,6.21,-8.346
293,3,5,5,53.3,3.944,-6.61
294,1,1,3,342.4,11.028,-5.188
294,1,2,3,342.4,12.892,-4.332
294,1,3,3,342.4,15.037,-3.427
294,2,1,4,99.0,-5.662,2.615
294,2,2,4,99.0,-8.641,1.861
294,2,3,4,99.0,-6.177,5.332
294,2,4,4,99.0,-9.104,4.877
294,3,1,6,188.1,-6.542,13.942
294,3,2,6,188.1,-6.048,12.51
294,3,3,6,188.1,-5.901,10.873
294,3,4,6,188.1,-9.016,13.387
294,3,5,6,188.1,-8.93,11.975
294,3,6,6,188.1,-8.726,10.598
295,1,1,2,129.1,-9.529,2.32
295,1,2,2,129.1,-13.958,3.011
295,2,1,5,179.9,-7.835,12.966
295,2,2,5,179.9,-7.767,9.687
295,2,3,5,179.9,-9.079,11.298
295,2,4,5,179.9,-10.744,12.894
295,2,5,5,179.9,-10.757,9.928
295,3,1,5,186.6,0.699,0.899
295,3,2,5,186.6,0.827,-1.901
295,3,3,5,186.6,-0.683,-0.808
295,3,4,5,186.6,-2.284,0.79
295,3,5,5,186.6,-1.896,-2.131
296,1,1,3,199.4,-10.983,-4.003
296,1,2,3,199.4,-11.899,-5.861
296,1,3,3,199.4,-12.64,-7.937
296,2,1,6,144.4,7.07,15.262
296,2,2,6,144.4,6.324,13.962
296,2,3,6,144.4,5.298,12.876
296,2,4,6,144.4,4.766,16.898
296,2,5,6,144.4,3.978,15.923
296,2,6,6,144.4,3.107,14.535
296,3,1,5,170.8,-1.235,-11.226
296,3,2,5,170.8,-1.616,-14.193
296,3,3,5,170.8,-3.16,-12.524
296,3,4,5,170.8,-4.221,-10.651
296,3,5,5,170.8,-4.802,-13.77
297,1,1,6,233.7,5.679,15.173
297,1,2,6,233.7,6.851,14.512
297,1,3,6,233.7,7.858,13.552
297,1,4,6,233.7,3.824,13.049
297,1,5,6,233.7,4.953,11.936
297,1,6,6,233.7,6.235,10.985
297,2,1,1,251.3,-10.543,3.996
297,3,1,2,128.4,15.207,4.949
297,3,2,2,128.4,11.05,5.498
298,1,1,4,321.0,-10.327,11.543
298,1,2,4,321.0,-8.288,13.861
298,1,3,4,321.0,-8.053,9.316
298,1,4,4,321.0,-6.073,11.913
298,2,1,6,279.9,6.235,10.448
298,2,2,6,279.9,7.688,10.67
298,2,3,6,279.9,8.943,10.9
298,2,4,6,279.9,6.651,7.353
298,2,5,6,279.9,8.011,7.877
298,2,6,6,279.9,9.612,8.053
298,3,1,3,221.0,-9.252,4.775
298,3,2,3,221.0,-9.329,2.657
298,3,3,3,221.0,-9.541,0.373
299,1,1,4,74.8,-13.594,-6.121
299,1,2,4,74.8,-16.143,-5.312
299,1,3,4,74.8,-12.661,-3.28
299,1,4,4,74.8,-15.503,-2.357
299,2,1,3,323.2,6.056,-8.028
299,2,2,3,323.2,8.232,-7.591
299,2,3,3,323.2,10.313,-7.452
299,3,1,3,82.9,1.549,7.545
299,3,2,3,82.9,0.277,9.236
299,3,3,3,82.9,-1.131,10.707
300,1,1,5,232.9,15.106,2.001
300,1,2,5,232.9,17.563,0.398
300,1,3,5,232.9,15.074,0.087
300,1,4,5,232.9,13.214,0.025
300,1,5,5,232.9,15.453,-2.268
300,2,1,6,333.4,-5.612,10.781
300,2,2,6,333.4,-5.023,12.012
300,2,3,6,333.4,-4.137,13.417
300,2,4,6,333.4,-3.126,9.209
300,2,5,6,333.4,-2.294,10.576
300,2,6,6,333.4,-1.504,12.044
300,3,1,6,216.5,1.836,-12.928
300,3,2,6,216.5,2.709,-14.266
300,3,3,6,216.5,3.517,-15.448
300,3,4,6,216.5,-0.913,-14.963
300,3,5,6,216.5,0.273,-15.902
300,3,6,6,216.5,1.09,-17.204
301,1,1,4,351.5,6.628,-2.433
301,1,2,4,351.5,6.928,0.573
301,1,3,4,351.5,9.45,-2.884
301,1,4,4,351.5,9.811,0.139
301,2,1,2,157.2,-9.181,3.892
301,2,2,2,157.2,-13.115,2.258
301,3,1,4,111.7,-11.214,-8.485
301,3,2,4,111.7,-13.962,-9.771
301,3,3,4,111.7,-12.329,-5.744
301,3,4,4,111.7,-15.023,-6.835
302,1,1,2,21.4,-12.215,-6.424
302,1,2,2,21.4,-10.456,-2.608
302,2,1,4,323.3,-1.389,-5.729
302,2,2,4,323.3,0.44,-3.524
302,2,3,4,323.3,0.966,-7.538
302,2,4,4,323.3,3.095,-5.108
302,3,1,3,12.1,-13.428,5.857
302,3,2,3,12.1,-12.044,7.629
302,3,3,3,12.1,-11.106,9.376
303,1,1,2,169.1,8.174,-4.454
303,1,2,2,169.1,4.645,-6.825
303,2,1,6,237.0,-4.952,14.71
303,2,2,6,237.0,-3.858,13.964
303,2,3,6,237.0,-2.772,13.036
303,2,4,6,237.0,-6.798,12.609
303,2,5,6,237.0,-5.493,11.571
303,2,6,6,237.0,-4.29,10.696
303,3,1,1,4.1,-10.209,-5.921
304,1,1,1,60.7,7.896,-11.893
304,2,1,1,65.0,-6.455,-6.836
304,3,1,6,69.1,1.116,0.142
304,3,2,6,69.1,-0.154,0.441
304,3,3,6,69.1,-1.749,1.104
304,3,4,6,69.1,2.267,2.759
304,3,5,6,69.1,0.857,3.376
304,3,6,6,69.1,-0.431,3.904
305,1,1,1,1.1,3.739,2.235
305,2,1,2,107.3,17.018,4.348
305,2,2,2,107.3,13.236,6.116
305,3,1,2,122.7,-9.161,-7.488
305,3,2,2,122.7,-13.492,-6.45
306,1,1,3,154.1,14.781,4.265
306,1,2,3,154.1,12.937,3.501
306,1,3,3,154.1,10.782,2.692
306,2,1,3,51.8,1.925,5.761
306,2,2,3,51.8,1.561,7.859
306,2,3,3,51.8,1.33,10.102
306,3,1,2,73.3,7.233,-16.332
306,3,2,2,73.3,5.064,-12.627
307,1,1,1,294.3,5.052,3.499
307,2,1,5,305.3,6.722,11.54
307,2,2,5,305.3,9.221,13.373
307,2,3,5,305.3,8.875,11.214
307,2,4,5,305.3,8.832,9.095
307,2,5,5,305.3,11.191,11.102
307,3,1,4,282.4,-3.833,-11.419
307,3,2,4,282.4,-1.08,-10.878
307,3,3,4,282.4,-3.213,-14.241
307,3,4,4,282.4,-0.35,-13.64
308,1,1,5,278.7,-2.19,-7.71
308,1,2,5,278.7,0.736,-7.371
308,1,3,5,278.7,-0.675,-9.016
308,1,4,5,278.7,-1.674,-10.822
308,1,5,5,278.7,1.052,-10.253
308,2,1,5,271.0,-8.915,-2.81
308,2,2,5,271.0,-5.805,-2.856
308,2,3,5,271.0,-7.552,-4.581
308,2,4,5,271.0,-8.936,-5.808
308,2,5,5,271.0,-5.917,-5.875
308,3,1,3,296.7,-4.428,12.037
308,3,2,3,296.7,-2.332,11.239
308,3,3,3,296.7,-0.535,10.728
309,1,1,3,148.0,-0.821,2.271
309,1,2,3,148.0,-2.72,1.957
309,1,3,3,148.0,-4.739,1.618
309,2,1,4,186.9,15.219,-3.17
309,2,2,4,186.9,15.157,-6.002
309,2,3,4,186.9,11.965,-3.614
309,2,4,4,186.9,12.348,-6.337
309,3,1,6,155.4,-5.977,-11.824
309,3,2,6,155.4,-6.632,-13.078
309,3,3,6,155.4,-7.015,-14.467
309,3,4,6,155.4,-8.932,-10.604
309,3,5,6,155.4,-9.443,-11.822
309,3,6,6,155.4,-10.028,-13.274
310,1,1,1,321.3,-3.178,-1.705
310,2,1,4,219.4,3.713,16.438
310,2,2,4,219.4,6.012,14.007
310,2,3,4,219.4,1.504,14.586
310,2,4,4,219.4,3.317,12.101
310,3,1,5,48.0,10.245,6.012
310,3,2,5,48.0,8.001,7.716
310,3,3,5,48.0,10.186,8.104
310,3,4,5,48.0,12.216,8.066
310,3,5,5,48.0,9.954,10.078
311,1,1,5,61.2,12.285,5.657
311,1,2,5,61.2,9.506,7.016
311,1,3,5,61.2,11.553,7.829
311,1,4,5,61.2,13.594,8.471
311,1,5,5,61.2,11.008,9.784
311,2,1,4,200.5,0.681,-2.194
311,2,2,4,200.5,1.566,-4.874
311,2,3,4,200.5,-2.234,-3.389
311,2,4,4,200.5,-0.943,-6.225
311,3,1,6,39.6,-4.041,-16.599
311,3,2,6,39.6,-4.605,-15.41
311,3,3,6,39.6,-5.697,-14.493
311,3,4,6,39.6,-1.157,-14.849
311,3,5,6,39.6,-2.178,-13.61
311,3,6,6,39.6,-3.331,-12.527
312,1,1,6,173.4,-2.825,-13.848
312,1,2,6,173.4,-2.765,-15.238
312,1,3,6,173.4,-3.144,-16.706
312,1,4,6,173.4,-5.678,-13.348
312,1,5,6,173.4,-5.992,-15.15
312,1,6,6,173.4,-6.175,-16.463
312,2,1,4,183.1,1.207,7.241
312,2,2,4,183.1,1.549,4.198
312,2,3,4,183.1,-1.748,7.149
312,2,4,4,183.1,-1.564,4.085
312,3,1,2,73.5,12.097,-11.351
312,3,2,2,73.5,10.0,-7.617
313,1,1,2,216.5,-1.571,5.284
313,1,2,2,216.5,-2.062,1.228
313,2,1,5,109.8,9.933,1.162
313,2,2,5,109.8,7.072,0.036
313,2,3,5,109.8,7.88,2.135
313,2,4,5,109.8,8.762,3.915
313,2,5,5,109.8,6.067,2.978
313,3,1,2,41.9,15.547,-4.786
313,3,2,2,41.9,16.013,-0.546
314,1,1,6,109.4,10.98,-11.644
314,1,2,6,109.4,9.497,-12.342
314,1,3,6,109.4,8.235,-12.634
314,1,4,6,109.4,10.008,-8.95
314,1,5,6,109.4,8.573,-9.467
314,1,6,6,109.4,7.287,-9.922
314,2,1,6,142.6,13.562,0.541
314,2,2,6,142.6,12.492,-0.574
314,2,3,6,142.6,11.634,-1.806
314,2,4,6,142.6,11.339,2.315
314,2,5,6,142.6,10.437,1.092
314,2,6,6,142.6,9.491,-0.054
314,3,1,1,281.6,-5.806,7.848
315,1,1,5,165.9,-8.475,1.076
315,1,2,5,165.9,-9.152,-1.884
315,1,3,5,165.9,-10.413,0.001
315,1,4,5,165.9,-11.409,1.742
315,1,5,5,165.9,-12.016,-1.083
315,2,1,1,30.0,-14.026,7.242
315,3,1,6,164.3,-3.188,12.402
315,3,2,6,164.3,-3.506,10.794
315,3,3,6,164.3,-3.889,9.278
315,3,4,6,164.3,-5.985,13.011
315,3,5,6,164.3,-6.409,11.498
315,3,6,6,164.3,-6.895,10.027
316,1,1,5,155.1,1.767,0.25
316,1,2,5,155.1,0.38,-2.49
316,1,3,5,155.1,-0.354,-0.422
316,1,4,5,155.1,-0.942,1.5
316,1,5,5,155.1,-2.199,-1.014
316,2,1,2,11.6,-1.292,-12.046
316,2,2,2,11.6,1.007,-8.643
316,3,1,1,101.5,11.539,-1.672
317,1,1,2,237.3,-10.685,5.737
317,1,2,2,237.3,-9.812,1.8
317,2,1,4,79.1,3.836,-3.136
317,2,2,4,79.1,0.647,-2.642
317,2,3,4,79.1,4.374,-0.332
317,2,4,4,79.1,1.508,0.29
317,3,1,4,242.2,7.837,11.248
317,3,2,4,242.2,10.613,9.921
317,3,3,4,242.2,6.527,8.648
